PeakName	Sequence_Length
chr1-15260607-15262100	1494
chr1-15272458-15272934	477
chr1-15275901-15276402	502
chr1-15296984-15297421	438
chr1-15304728-15305078	351
chr1-15323292-15324150	859
chr1-15329019-15329457	439
chr1-15340299-15340868	570
chr1-15341942-15342588	647
chr1-15343759-15344047	289
chr1-15344804-15347647	2844
chr1-15352375-15353062	688
chr1-15362728-15363124	397
chr1-15364812-15364955	144
chr1-15384117-15385000	884
chr1-15386001-15386951	951
chr1-15405280-15405798	519
chr1-15407068-15414877	7810
chr1-15415631-15418153	2523
chr1-15418932-15422138	3207
chr1-15423023-15423302	280
chr1-15424379-15424806	428
chr1-15426531-15427745	1215
chr1-15428260-15435512	7253
chr1-15464781-15466050	1270
chr1-15501398-15501838	441
chr1-15514878-15515763	886
chr1-15520048-15520231	184
chr1-15521191-15527948	6758
chr1-15563945-15564771	827
chr1-15571707-15572322	616
chr1-15577631-15580064	2434
chr1-15584186-15585538	1353
chr1-15594881-15595521	641
chr1-15601819-15601822	4
chr1-15602759-15604641	1883
chr1-15616340-15619346	3007
chr1-15620133-15620534	402
chr1-15626347-15626585	239
chr1-15674458-15675153	696
chr1-15678529-15678969	441
chr1-15680615-15681131	517
chr1-15681776-15686622	4847
chr1-15696475-15698247	1773
chr1-15734994-15736925	1932
chr1-15737973-15738213	241
chr1-15739251-15739395	145
chr1-15739990-15740006	17
chr1-15741134-15741965	832
chr1-15756420-15756752	333
chr1-15758251-15759538	1288
chr1-15788543-15789101	559
chr1-15791939-15792470	532
chr1-15803387-15803751	365
chr1-15815311-15815992	682
chr1-15825451-15826199	749
chr1-15828938-15831068	2131
chr1-15832973-15838850	5878
chr1-15839881-15840284	404
chr1-15841844-15841997	154
chr1-15843379-15844788	1410
chr1-15846364-15850523	4160
chr1-15851914-15852471	558
chr1-15853051-15853734	684
chr1-15857230-15857318	89
chr1-15858236-15858713	478
chr1-15860324-15860529	206
chr1-15866901-15867353	453
chr1-15882587-15883809	1223
chr1-15885211-15887265	2055
chr1-15893135-15893606	472
chr1-15915547-15917127	1581
chr1-15919325-15919733	409
chr1-15934474-15934582	109
chr1-15935191-15936374	1184
chr1-15937017-15939564	2548
chr1-15940953-15944777	3825
chr1-15945512-15946301	790
chr1-15947517-15952009	4493
chr1-15952547-15954202	1656
chr1-15956130-15956276	147
chr1-15958807-15958860	54
chr1-15963352-15966859	3508
chr1-15974448-15977113	2666
chr1-15985965-15986296	332
chr1-15994493-15994945	453
chr1-16008949-16009445	497
chr1-16012473-16013798	1326
chr1-16026625-16027173	549
chr1-16032769-16033268	500
chr1-16048376-16049160	785
chr1-16055618-16056679	1062
chr1-16070250-16070552	303
chr1-16073056-16074125	1070
chr1-16078775-16079765	991
chr1-16082272-16082758	487
chr1-16090074-16090411	338
chr1-16122751-16124191	1441
chr1-16153729-16158649	4921
chr1-16160549-16162990	2442
chr1-16164376-16164539	164
chr1-16165493-16165983	491
chr1-16167193-16169323	2131
chr1-16172027-16172124	98
chr1-16172852-16173961	1110
chr1-16175894-16176112	219
chr1-16187526-16188310	785
chr1-16204793-16209117	4325
chr1-16215776-16219412	3637
chr1-16220114-16220410	297
chr1-16226530-16228742	2213
chr1-16235889-16238523	2635
chr1-16242267-16245406	3140
chr1-16248810-16250206	1397
chr1-16293407-16294186	780
chr1-16296662-16297010	349
chr1-16303158-16303310	153
chr1-16318616-16318941	326
chr1-16342739-16343111	373
chr1-16349089-16349220	132
chr1-16350531-16353794	3264
chr1-16362591-16368894	6304
chr1-16369636-16370260	625
chr1-16371404-16372439	1036
chr1-16374355-16374421	67
chr1-16375255-16375528	274
chr1-16376724-16377140	417
chr1-16378506-16378514	9
chr1-16381977-16381997	21
chr1-16385932-16387920	1989
chr1-16391291-16391934	644
chr1-16397671-16398031	361
chr1-16400777-16400845	69
chr1-16420285-16421896	1612
chr1-16433259-16433358	100
chr1-16440022-16442683	2662
chr1-16444096-16444776	681
chr1-16484178-16484390	213
chr1-16497284-16501589	4306
chr1-16509096-16509276	181
chr1-16512480-16515063	2584
chr1-16520741-16521173	433
chr1-16534294-16535710	1417
chr1-16540300-16540951	652
chr1-16611902-16614902	3001
chr1-16616593-16617453	861
chr1-16619963-16622632	2670
chr1-16623941-16626747	2807
chr1-16628544-16632099	3556
chr1-16633025-16633360	336
chr1-16636863-16637188	326
chr1-16638324-16638612	289
chr1-16640893-16641294	402
chr1-16642587-16646760	4174
chr1-16647570-16648184	615
chr1-16676698-16678594	1897
chr1-16707807-16707811	5
chr1-16727185-16728589	1405
chr1-16872636-16873831	1196
chr1-16888715-16890102	1388
chr1-16895059-16897705	2647
chr1-16901017-16901713	697
chr1-16903079-16906471	3393
chr1-16909960-16910212	253
chr1-16912071-16915876	3806
chr1-16921473-16922450	978
chr1-16951434-16952173	740
chr1-16960502-16961444	943
chr1-16971420-16971699	280
chr1-16979748-16980998	1251
chr1-17009551-17012578	3028
chr1-17013746-17014411	666
chr1-17023124-17023642	519
chr1-17045057-17046525	1469
chr1-17052570-17055065	2496
chr1-17059399-17061938	2540
chr1-17065610-17067685	2076
chr1-17075398-17075848	451
chr1-17097924-17099075	1152
chr1-17118558-17120521	1964
chr1-17123303-17123728	426
chr1-17125663-17126387	725
chr1-17128199-17129014	816
chr1-17141126-17142355	1230
chr1-17156228-17156433	206
chr1-17161239-17161722	484
chr1-17176586-17177035	450
chr1-17181655-17182147	493
chr1-17191415-17191930	516
chr1-17201595-17202070	476
chr1-17206808-17208598	1791
chr1-17212400-17213549	1150
chr1-17233779-17234077	299
chr1-17236930-17237499	570
chr1-17239351-17239807	457
chr1-17250640-17250867	228
chr1-17274199-17274600	402
chr1-17276548-17277064	517
chr1-17281601-17282746	1146
chr1-17287145-17287879	735
chr1-17303641-17304903	1263
chr1-17307771-17309051	1281
chr1-17309988-17311701	1714
chr1-17312214-17312642	429
chr1-17336059-17336468	410
chr1-17355848-17356480	633
chr1-17365019-17365888	870
chr1-17381217-17381551	335
chr1-17392997-17393815	819
chr1-17398101-17398936	836
chr1-17405924-17406626	703
chr1-17419584-17420309	726
chr1-17431209-17432756	1548
chr1-17436124-17440968	4845
chr1-17441646-17442008	363
chr1-17465184-17465967	784
chr1-17494206-17494646	441
chr1-17502248-17502736	489
chr1-17509286-17509914	629
chr1-17516203-17516422	220
chr1-17536082-17536968	887
chr1-17539272-17540382	1111
chr1-17540925-17541384	460
chr1-17545401-17545717	317
chr1-17561611-17561761	151
chr1-17565523-17565738	216
chr1-17569534-17570237	704
chr1-17580574-17581765	1192
chr1-17586233-17586576	344
chr1-17603217-17603855	639
chr1-17606813-17607278	466
chr1-17614520-17615616	1097
chr1-17617854-17619215	1362
chr1-17628552-17631607	3056
chr1-17634916-17636703	1788
chr1-17639918-17640915	998
chr1-17653749-17654145	397
chr1-17658752-17659289	538
chr1-17661597-17661899	303
chr1-17673732-17674033	302
chr1-17674689-17675248	560
chr1-17958856-17958920	65
chr1-18069925-18070275	351
chr1-18160385-18161028	644
chr1-18165712-18165981	270
chr1-18178079-18178487	409
chr1-18643414-18643892	479
chr1-18645132-18645539	408
chr1-18651582-18652113	532
chr1-18653390-18653622	233
chr1-18816905-18817002	98
chr1-18828209-18828541	333
chr1-18875213-18875597	385
chr1-18884085-18884551	467
chr1-18900514-18903839	3326
chr1-18906714-18909053	2340
chr1-18912817-18913676	860
chr1-18915413-18915419	7
chr1-18921910-18925602	3693
chr1-18926132-18931619	5488
chr1-18932245-18932936	692
chr1-18934215-18939335	5121
chr1-18940108-18940347	240
chr1-18941312-18942802	1491
chr1-18944422-18945768	1347
chr1-18946772-18958610	11839
chr1-18959328-18959724	397
chr1-18972368-18973448	1081
chr1-19010880-19011586	707
chr1-19045309-19045414	106
chr1-19067555-19067853	299
chr1-19070650-19071313	664
chr1-19072720-19072886	167
chr1-19073867-19075681	1815
chr1-19079934-19079952	19
chr1-19080879-19082291	1413
chr1-19096260-19096598	339
chr1-19113665-19113954	290
chr1-19123952-19124306	355
chr1-19179550-19180504	955
chr1-19202429-19203054	626
chr1-19204378-19205087	710
chr1-19206106-19206170	65
chr1-19206954-19211694	4741
chr1-19241000-19241860	861
chr1-19250929-19252656	1728
chr1-19288235-19289288	1054
chr1-19310768-19316652	5885
chr1-19317595-19317788	194
chr1-19322193-19322906	714
chr1-19323815-19327631	3817
chr1-19328429-19332327	3899
chr1-19332967-19334254	1288
chr1-19334848-19335028	181
chr1-19335881-19337592	1712
chr1-19341268-19345035	3768
chr1-19345982-19346503	522
chr1-19347484-19348424	941
chr1-19360043-19360492	450
chr1-19361391-19361691	301
chr1-19370315-19370943	629
chr1-19374484-19374683	200
chr1-19390143-19393906	3764
chr1-19405896-19406634	739
chr1-19411560-19412030	471
chr1-19430558-19430864	307
chr1-19434930-19435758	829
chr1-19436458-19437450	993
chr1-19438962-19440295	1334
chr1-19445713-19446164	452
chr1-19447554-19449587	2034
chr1-19452172-19452368	197
chr1-19453675-19455931	2257
chr1-19457704-19461612	3909
chr1-19462717-19464203	1487
chr1-19464711-19466738	2028
chr1-19467780-19470352	2573
chr1-19471246-19472704	1459
chr1-19476278-19480056	3779
chr1-19481875-19481974	100
chr1-19483193-19488696	5504
chr1-19502262-19502701	440
chr1-19504829-19506552	1724
chr1-19507485-19508072	588
chr1-19508597-19509574	978
chr1-19510543-19511782	1240
chr1-19516695-19517507	813
chr1-19533589-19534077	489
chr1-19557556-19558321	766
chr1-19559040-19559228	189
chr1-19579674-19580362	689
chr1-19580881-19581292	412
chr1-19582042-19583041	1000
chr1-19595122-19601426	6305
chr1-19606139-19607306	1168
chr1-19643412-19646764	3353
chr1-19647565-19648103	539
chr1-19651017-19651686	670
chr1-19653445-19654255	811
chr1-19659579-19660252	674
chr1-19661637-19662193	557
chr1-19664097-19666281	2185
chr1-19687687-19689053	1367
chr1-19704459-19704943	485
chr1-19715480-19716042	563
chr1-19790547-19790724	178
chr1-19793643-19794028	386
chr1-19794811-19795190	380
chr1-19798876-19801236	2361
chr1-19811280-19811574	295
chr1-19881641-19883430	1790
chr1-19917960-19918424	465
chr1-20058489-20058892	404
chr1-20059820-20060354	535
chr1-20078146-20078745	600
chr1-20080837-20081436	600
chr1-20100859-20101326	468
chr1-20119418-20119800	383
chr1-20123668-20124126	459
chr1-20151925-20154303	2379
chr1-20171276-20171995	720
chr1-20175021-20175405	385
chr1-20179093-20179375	283
chr1-20184624-20187615	2992
chr1-20195137-20195573	437
chr1-20212615-20213349	735
chr1-20248868-20249444	577
chr1-20322099-20323531	1433
chr1-20343105-20343979	875
chr1-20376947-20377243	297
chr1-20404440-20404806	367
chr1-20405864-20406297	434
chr1-20440773-20441144	372
chr1-20484056-20487349	3294
chr1-20493546-20494637	1092
chr1-20507166-20508807	1642
chr1-20522276-20522731	456
chr1-20575142-20575711	570
chr1-20576227-20576707	481
chr1-20587409-20591050	3642
chr1-20596918-20598056	1139
chr1-20603420-20605114	1695
chr1-20632835-20634990	2156
chr1-20640045-20640695	651
chr1-20660320-20662868	2549
chr1-20666749-20667201	453
chr1-20678489-20679104	616
chr1-20682484-20683051	568
chr1-20684249-20684537	289
chr1-20696176-20697446	1271
chr1-20711499-20711963	465
chr1-20715001-20715552	552
chr1-20717087-20718662	1576
chr1-20727419-20727476	58
chr1-20727991-20728251	261
chr1-20728758-20733890	5133
chr1-20783046-20788754	5709
chr1-20837620-20838184	565
chr1-20851550-20852917	1368
chr1-20859923-20860224	302
chr1-20872973-20874010	1038
chr1-20928094-20928573	480
chr1-20932250-20933185	936
chr1-20950154-20950359	206
chr1-20964459-20965349	891
chr1-20992619-20992896	278
chr1-20998730-20999233	504
chr1-21022133-21023180	1048
chr1-21051153-21051855	703
chr1-21077174-21077477	304
chr1-21090554-21091560	1007
chr1-21099039-21101080	2042
chr1-21114698-21114798	101
chr1-21117525-21117978	454
chr1-21123542-21123847	306
chr1-21150013-21151052	1040
chr1-21157334-21157377	44
chr1-21165613-21166170	558
chr1-21174313-21177986	3674
chr1-21183175-21184943	1769
chr1-21195100-21195613	514
chr1-21216810-21218368	1559
chr1-21231931-21232566	636
chr1-21253902-21254462	561
chr1-21255105-21255850	746
chr1-21258233-21258719	487
chr1-21261323-21263119	1797
chr1-21269946-21270818	873
chr1-21278846-21281623	2778
chr1-21284645-21285486	842
chr1-21287896-21301043	13148
chr1-21301963-21303420	1458
chr1-21306994-21309086	2093
chr1-21310579-21310582	4
chr1-21312537-21313534	998
chr1-21317028-21318008	981
chr1-21319507-21319800	294
chr1-21322123-21327572	5450
chr1-21329164-21330299	1136
chr1-21331747-21336399	4653
chr1-21337217-21346963	9747
chr1-21364801-21365523	723
chr1-21368345-21369092	748
chr1-21384680-21384871	192
chr1-21397674-21398495	822
chr1-21436831-21437274	444
chr1-21439545-21441168	1624
chr1-21453955-21454366	412
chr1-21508817-21509630	814
chr1-21517239-21518404	1166
chr1-21519043-21519498	456
chr1-21523748-21523894	147
chr1-21524926-21525393	468
chr1-21534810-21535161	352
chr1-21607786-21608161	376
chr1-21622290-21622884	595
chr1-21651334-21652730	1397
chr1-21659027-21659827	801
chr1-21664113-21664345	233
chr1-21668328-21670225	1898
chr1-21673422-21673629	208
chr1-21706545-21706694	150
chr1-21743504-21743789	286
chr1-21761047-21762501	1455
chr1-21764460-21765138	679
chr1-21767889-21769030	1142
chr1-21771594-21772097	504
chr1-21773476-21774064	589
chr1-21779676-21780692	1017
chr1-21781398-21784452	3055
chr1-21788140-21788599	460
chr1-21791317-21792121	805
chr1-21798767-21799045	279
chr1-21814189-21816443	2255
chr1-21818608-21819101	494
chr1-21823482-21824138	657
chr1-21852216-21853307	1092
chr1-21857330-21857764	435
chr1-21865596-21866603	1008
chr1-21909695-21910299	605
chr1-21913713-21914121	409
chr1-21936070-21938083	2014
chr1-21939719-21940242	524
chr1-21956693-21957766	1074
chr1-21963765-21964430	666
chr1-22005169-22005600	432
chr1-22018572-22020053	1482
chr1-22022618-22027879	5262
chr1-22030512-22032316	1805
chr1-22037395-22043688	6294
chr1-22044946-22045608	663
chr1-22048039-22050019	1981
chr1-22051504-22063258	11755
chr1-22063936-22065117	1182
chr1-22065773-22070860	5088
chr1-22071630-22076719	5090
chr1-22077861-22077962	102
chr1-22088332-22088518	187
chr1-22089127-22090458	1332
chr1-22092258-22092885	628
chr1-22104621-22106055	1435
chr1-22118913-22119402	490
chr1-22131858-22132307	450
chr1-22142020-22143720	1701
chr1-22398757-22399356	600
chr1-22416530-22417005	476
chr1-22420446-22420815	370
chr1-22428563-22429257	695
chr1-22451033-22453143	2111
chr1-22494431-22494538	108
chr1-22636401-22636764	364
chr1-22641949-22642416	468
chr1-22704427-22704874	448
chr1-22708754-22709070	317
chr1-22710052-22711882	1831
chr1-22735060-22735857	798
chr1-22738081-22738403	323
chr1-22745854-22746757	904
chr1-22750053-22750791	739
chr1-22831949-22832506	558
chr1-22846648-22846650	3
chr1-22885111-22885535	425
chr1-22964252-22964351	100
chr1-22976372-22976815	444
chr1-23010984-23011508	525
chr1-23013543-23014013	471
chr1-23015451-23015810	360
chr1-23018721-23020771	2051
chr1-23029349-23029766	418
chr1-23098650-23099207	558
chr1-23100149-23100792	644
chr1-23103044-23104020	977
chr1-23108994-23109197	204
chr1-23110568-23112112	1545
chr1-23113907-23114709	803
chr1-23115370-23115725	356
chr1-23118705-23120205	1501
chr1-23147985-23148551	567
chr1-23149122-23149205	84
chr1-23167232-23170333	3102
chr1-23174382-23174752	371
chr1-23177267-23178271	1005
chr1-23184293-23185095	803
chr1-23216743-23217669	927
chr1-23282739-23283440	702
chr1-23288220-23288621	402
chr1-23340786-23345671	4886
chr1-23367356-23370204	2849
chr1-23377255-23378906	1652
chr1-23401947-23404401	2455
chr1-23421849-23425585	3737
chr1-23436546-23437068	523
chr1-23451808-23452491	684
chr1-23483078-23485239	2162
chr1-23496804-23498413	1610
chr1-23521279-23521360	82
chr1-23522217-23523472	1256
chr1-23524020-23534366	10347
chr1-23537106-23537919	814
chr1-23539313-23540632	1320
chr1-23544443-23545422	980
chr1-23548864-23548991	128
chr1-23552107-23552288	182
chr1-23553428-23562814	9387
chr1-23566877-23569342	2466
chr1-23574091-23574812	722
chr1-23575682-23575844	163
chr1-23577030-23578727	1698
chr1-23581177-23581454	278
chr1-23585318-23586184	867
chr1-23590259-23593877	3619
chr1-23594553-23596183	1631
chr1-23597469-23597951	483
chr1-23598475-23598974	500
chr1-23600194-23603096	2903
chr1-23606768-23607965	1198
chr1-23611700-23614614	2915
chr1-23615606-23621287	5682
chr1-23626835-23628288	1454
chr1-23628796-23629551	756
chr1-23634518-23635903	1386
chr1-23637113-23638201	1089
chr1-23639513-23639709	197
chr1-23657731-23658037	307
chr1-23691167-23692996	1830
chr1-23720252-23720969	718
chr1-23722902-23722925	24
chr1-23723675-23724117	443
chr1-23727214-23729044	1831
chr1-23742617-23745942	3326
chr1-23751233-23751714	482
chr1-23772011-23772727	717
chr1-23777561-23779391	1831
chr1-23780007-23780454	448
chr1-23788669-23789050	382
chr1-23789615-23803017	13403
chr1-23804091-23805127	1037
chr1-23807193-23808204	1012
chr1-23809444-23811688	2245
chr1-23823986-23826489	2504
chr1-23836027-23836428	402
chr1-23837879-23839192	1314
chr1-23854641-23854914	274
chr1-23865670-23865882	213
chr1-23867069-23870166	3098
chr1-23888046-23889461	1416
chr1-23894835-23898063	3229
chr1-23899086-23899445	360
chr1-23902614-23903369	756
chr1-23907708-23913996	6289
chr1-23915935-23917403	1469
chr1-23919938-23920372	435
chr1-23930778-23931641	864
chr1-23943175-23943360	186
chr1-23949128-23949560	433
chr1-23954829-23955817	989
chr1-23957756-23961456	3701
chr1-23963516-23965814	2299
chr1-23971998-23972971	974
chr1-23974601-23974812	212
chr1-23975620-23978197	2578
chr1-23978802-23981622	2821
chr1-23989241-23989411	171
chr1-24028077-24028472	396
chr1-24070774-24071293	520
chr1-24112423-24112944	522
chr1-24149889-24151476	1588
chr1-24174017-24174414	398
chr1-24179518-24179717	200
chr1-24185923-24186235	313
chr1-24186819-24188292	1474
chr1-24189210-24192359	3150
chr1-24197872-24198372	501
chr1-24199179-24199973	795
chr1-24201829-24202312	484
chr1-24277525-24277859	335
chr1-24294751-24295150	400
chr1-24319176-24319933	758
chr1-24320455-24320490	36
chr1-24321212-24323218	2007
chr1-24351346-24351615	270
chr1-24364965-24366019	1055
chr1-24372928-24373648	721
chr1-24383909-24385608	1700
chr1-24391047-24393686	2640
chr1-24412920-24417548	4629
chr1-24419121-24419768	648
chr1-24420589-24420855	267
chr1-24435925-24436146	222
chr1-24454748-24454960	213
chr1-24463759-24464338	580
chr1-24465098-24465996	899
chr1-24466681-24467030	350
chr1-24475562-24476166	605
chr1-24480553-24484615	4063
chr1-24485802-24487184	1383
chr1-24488255-24488524	270
chr1-24490434-24490441	8
chr1-24498647-24498977	331
chr1-24500773-24509089	8317
chr1-24526978-24527587	610
chr1-24534067-24537250	3184
chr1-24540146-24542365	2220
chr1-24545454-24545638	185
chr1-24555461-24556904	1444
chr1-24557600-24558257	658
chr1-24559042-24559664	623
chr1-24567936-24568432	497
chr1-24572273-24572949	677
chr1-24586818-24587824	1007
chr1-24635078-24635676	599
chr1-24639843-24644453	4611
chr1-24688482-24689176	695
chr1-24693693-24694802	1110
chr1-24695350-24696585	1236
chr1-24705123-24705940	818
chr1-24708648-24710752	2105
chr1-24717921-24718550	630
chr1-24720169-24720414	246
chr1-24722050-24723029	980
chr1-24724513-24724870	358
chr1-24726970-24728241	1272
chr1-24730617-24730931	315
chr1-24732484-24734068	1585
chr1-24737381-24737770	390
chr1-24742173-24743828	1656
chr1-24744514-24747077	2564
chr1-24748136-24749623	1488
chr1-24762173-24762984	812
chr1-24786173-24786649	477
chr1-24822958-24823253	296
chr1-24830640-24831117	478
chr1-24834913-24835364	452
chr1-24847505-24850142	2638
chr1-24856838-24857889	1052
chr1-24862110-24862421	312
chr1-24863682-24864838	1157
chr1-24870506-24873034	2529
chr1-24896283-24902375	6093
chr1-24903337-24903367	31
chr1-24904147-24906345	2199
chr1-24907226-24907413	188
chr1-24909406-24919504	10099
chr1-24920221-24933567	13347
chr1-24934579-24936008	1430
chr1-24942015-24943151	1137
chr1-24947255-24948700	1446
chr1-24949666-24949926	261
chr1-24950570-24950885	316
chr1-24952368-24953115	748
chr1-24953811-24961625	7815
chr1-24962249-24967593	5345
chr1-24969123-24972641	3519
chr1-24973150-24973531	382
chr1-24976586-24976985	400
chr1-24978373-24979318	946
chr1-24980513-24985872	5360
chr1-24988068-24988924	857
chr1-24989659-25001738	12080
chr1-25003159-25003893	735
chr1-25006110-25010389	4280
chr1-25011247-25013552	2306
chr1-25014188-25014607	420
chr1-25015528-25038448	22921
chr1-25042059-25042785	727
